time,phase,cash,shares,short_calls,option_ric,strike,expiry,stock_mark,option_mark,lmv,option_mv,nav,initial,maintenance,available,excess,mark_status,benchmark_nav
2026-07-24T18:00:00Z,hourly,-1809.5,100,1,AAPLG242632750.U^G26,327.5,2026-07-24,332.645,5.25,33264.5,-525.0,30930.0,16632.25,8316.125,14297.75,22613.875,observed,31357.0
2026-07-24T19:00:00Z,hourly,-1809.5,100,1,AAPLG242632750.U^G26,327.5,2026-07-24,332.948,5.449999999999999,33294.799999999996,-544.9999999999999,30940.299999999996,16647.399999999998,8323.699999999999,14292.899999999998,22616.6,observed,31387.3
2026-07-24T20:00:00Z,pre-expiry,-1809.5,100,1,AAPLG242632750.U^G26,327.5,2026-07-24,333.07,5.569999999999993,33307.0,-556.9999999999993,30940.5,16653.5,8326.75,14287.0,22613.75,observed,31399.5
2026-07-24T20:00:00Z,post-expiry,30940.5,0,0,,,,333.07,0,0.0,0,30940.5,0.0,0.0,30940.5,30940.5,observed,31399.5
2026-07-27T14:00:00Z,hourly,30940.5,0,0,,,,335.606,0,0.0,0,30940.5,0.0,0.0,30940.5,30940.5,observed,31653.100000000002
2026-07-27T15:00:00Z,after-entry,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,338.21,6.025,33821.0,-602.5,30940.5,16910.5,8455.25,14030.0,22485.25,observed,31913.5
2026-07-27T16:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,337.0829,5.425,33708.29,-542.5,30887.79,16854.145,8427.0725,14033.645,22460.7175,observed,31800.79
2026-07-27T17:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,336.674,5.3,33667.399999999994,-530.0,30859.399999999994,16833.699999999997,8416.849999999999,14025.699999999997,22442.549999999996,observed,31759.899999999998
2026-07-27T18:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,335.5,4.75,33550.0,-475.0,30797.0,16775.0,8387.5,14022.0,22409.5,observed,31642.5
2026-07-27T19:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,335.85,4.800000000000001,33585.0,-480.00000000000006,30827.0,16792.5,8396.25,14034.5,22430.75,observed,31677.500000000004
2026-07-27T20:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,336.79,5.275,33679.0,-527.5,30873.5,16839.5,8419.75,14034.0,22453.75,observed,31771.500000000004
2026-07-28T14:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,337.53,5.475,33753.0,-547.5,30927.5,16876.5,8438.25,14051.0,22489.25,observed,31845.5
2026-07-28T15:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,337.055,5.300000000000001,33705.5,-530.0000000000001,30897.5,16852.75,8426.375,14044.75,22471.125,observed,31798.0
2026-07-28T16:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,339.6572,6.35,33965.72,-635.0,31052.72,16982.86,8491.43,14069.86,22561.29,observed,32058.22
2026-07-28T17:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,339.776,6.35,33977.6,-635.0,31064.6,16988.8,8494.4,14075.8,22570.199999999997,observed,32070.100000000002
2026-07-28T18:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,339.745,6.375,33974.5,-637.5,31059.0,16987.25,8493.625,14071.75,22565.375,observed,32067.0
2026-07-28T19:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,339.35,6.275,33935.0,-627.5,31029.5,16967.5,8483.75,14062.0,22545.75,observed,32027.500000000004
2026-07-28T20:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,340.0,6.55,34000.0,-655.0,31067.0,17000.0,8500.0,14067.0,22567.0,observed,32092.5
2026-07-29T14:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,342.84,7.9,34284.0,-790.0,31216.0,17142.0,8571.0,14074.0,22645.0,observed,32376.5
2026-07-29T15:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,340.39,6.375,34039.0,-637.5,31123.5,17019.5,8509.75,14104.0,22613.75,observed,32131.5
2026-07-29T16:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,341.06,6.800000000000001,34106.0,-680.0000000000001,31148.0,17053.0,8526.5,14095.0,22621.5,observed,32198.5
2026-07-29T17:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,341.31,6.85,34131.0,-685.0,31168.0,17065.5,8532.75,14102.5,22635.25,observed,32223.5
2026-07-29T18:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,343.236,7.975,34323.6,-797.5,31248.1,17161.8,8580.9,14086.3,22667.199999999997,observed,32416.1
2026-07-29T19:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,342.9,7.625,34290.0,-762.5,31249.5,17145.0,8572.5,14104.5,22677.0,observed,32382.5
2026-07-29T20:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,338.05,5.25,33805.0,-525.0,31002.0,16902.5,8451.25,14099.5,22550.75,observed,31897.500000000004
2026-07-30T14:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,332.09,2.575,33209.0,-257.5,30673.5,16604.5,8302.25,14069.0,22371.25,observed,31301.5
2026-07-30T15:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,332.3029,2.585,33230.29,-258.5,30693.79,16615.145,8307.5725,14078.645,22386.2175,observed,31322.790000000005
2026-07-30T16:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,331.755,2.385,33175.5,-238.49999999999997,30659.0,16587.75,8293.875,14071.25,22365.125,observed,31268.0
2026-07-30T17:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,331.6,2.34,33160.0,-234.0,30648.0,16580.0,8290.0,14068.0,22358.0,observed,31252.500000000004
2026-07-30T18:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,333.3155,2.8,33331.549999999996,-280.0,30773.549999999996,16665.774999999998,8332.887499999999,14107.774999999998,22440.6625,observed,31424.05
2026-07-30T19:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,333.74,3.075,33374.0,-307.5,30788.5,16687.0,8343.5,14101.5,22445.0,observed,31466.500000000004
2026-07-30T20:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,333.86,3.375,33386.0,-337.5,30770.5,16693.0,8346.5,14077.5,22424.0,observed,31478.500000000004
2026-07-31T14:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,302.79,,30279.000000000004,,,15139.500000000002,7569.750000000001,,,missing option bid/ask; NAV unknown,28371.500000000004
2026-07-31T15:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,303.1672,,30316.719999999998,,,15158.359999999999,7579.179999999999,,,missing option bid/ask; NAV unknown,28409.219999999998
2026-07-31T16:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,301.304278,,30130.4278,,,15065.2139,7532.60695,,,missing option bid/ask; NAV unknown,28222.9278
2026-07-31T17:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,300.866,,30086.6,,,15043.3,7521.65,,,missing option bid/ask; NAV unknown,28179.1
2026-07-31T18:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,300.639,,30063.9,,,15031.95,7515.975,,,missing option bid/ask; NAV unknown,28156.4
2026-07-31T19:00:00Z,hourly,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,302.8399,,30283.99,,,15141.995,7570.9975,,,missing option bid/ask; NAV unknown,28376.49
2026-07-31T20:00:00Z,pre-expiry,-2278.0,100,1,AAPLG312634000.U^G26,340.0,2026-07-31,309.05,0,30905.0,0,28627.0,15452.5,7726.25,13174.5,20900.75,observed,28997.500000000004
2026-07-31T20:00:00Z,post-expiry,-2278.0,100,0,,,,309.05,0,30905.0,0,28627.0,15452.5,7726.25,13174.5,20900.75,observed,28997.500000000004
2026-08-03T14:00:00Z,hourly,-2278.0,100,0,,,,305.9188,0,30591.879999999997,0,28313.879999999997,15295.939999999999,7647.969999999999,13017.939999999999,20665.909999999996,observed,28684.379999999997
2026-08-03T15:00:00Z,hourly,-2278.0,100,0,,,,305.3488,0,30534.879999999997,0,28256.879999999997,15267.439999999999,7633.719999999999,12989.439999999999,20623.159999999996,observed,28627.38
2026-08-03T16:00:00Z,hourly,-2278.0,100,0,,,,303.775,0,30377.499999999996,0,28099.499999999996,15188.749999999998,7594.374999999999,12910.749999999998,20505.124999999996,observed,28470.0
2026-08-03T17:00:00Z,hourly,-2278.0,100,0,,,,306.6,0,30660.000000000004,0,28382.000000000004,15330.000000000002,7665.000000000001,13052.000000000002,20717.000000000004,observed,28752.500000000004
2026-08-03T18:00:00Z,hourly,-2278.0,100,0,,,,306.075,0,30607.5,0,28329.5,15303.75,7651.875,13025.75,20677.625,observed,28700.0
2026-08-03T19:00:00Z,hourly,-2278.0,100,0,,,,305.216,0,30521.600000000002,0,28243.600000000002,15260.800000000001,7630.400000000001,12982.800000000001,20613.2,observed,28614.100000000002
2026-08-03T20:00:00Z,hourly,-2278.0,100,0,,,,303.4,0,30339.999999999996,0,28061.999999999996,15169.999999999998,7584.999999999999,12891.999999999998,20476.999999999996,observed,28432.5
2026-08-04T14:00:00Z,hourly,-2278.0,100,0,,,,305.3152,0,30531.52,0,28253.52,15265.76,7632.88,12987.76,20620.64,observed,28624.02
